text,percent
Y quien cono es ese gordo maldito cabron pa que Voluntad Popular le vaya a ay-cono mamalo https://t.co/ti1jDlEiQl,1
Verga hermano mamalo vale https://t.co/n4yWzmgdSi,1
uno buscando conversacion para que sea asi de corta nota no vale mamalo isis :(,0.5
Trabaja muchisimo para que tengas la plata que necesitas invertir y mamalo __,1
"Todo lo que me provoca decir hoy es:

mamalo vale, que ladilla",0
Sin agua Internet mamalo.. Me voy a vivir para la montana puede ser que me divierta mas..,0.666666667
"Sera a su webo que puso en peligro de tantas pajas que se lanzo, mamalo vale! https://t.co/MIj2NlbXZD",1
Se me dano el tlf y solo pienso ns como cono hare para comprarme otro ____,0
Saque 20 en mi maldito parcial mamalo tu resentimiento me fortalece,0.75
"queladilla hermano, no me interesa lo que dices, mamalo, anda otro lado",0.666666667
"Que ladilla cuando eres amable con alguien y ya piensa que le estas cayendo, y despues le hablas claro de que no y te tachan de perra engrida, no pos mamalo.",1
PUTa MaQUINa DE COSER DEL COnO ME ESCOnETe LaS MaNOS PORQUE TE TRaGaSTE EL PUTO HILO MaMaLO,1
"POPEYE ERa MaS ZORRa QUE CHOREaR EXTINTORES DE La 210, PERO ERa aMIGO DE PaNCHO MaMaLO",1
Pero... mamalo pues,1
"Para el colmo me deja en visto, ay no mamalo",0.5
Palabras liberadoras:   mamalo,1
"No, mamalo",1
"No son ""sirenos"" son tritones. Mamalo __",0.5
"No si mamaguevo, el coroto y tal. Ya mamalo y borralo. https://t.co/xBoeohq6rP",1
no quiso ir bueno mamalo anda,1
"NO PUEDO, ESTOY DIBUJaNDO a MEG Y ME DIO UN aTaQUE DE RISa PaRECIERa QUE DIJERa ""VEN Y MaMaLO HIJO DEPUTa""",1
No me puedo/quiero parar de mi cama :(,0.25
No me jodas 150 una puta caja de lucky! Mamalo mrk!,0.666666667
"njda mamalo, si yo quiero escuchar vallenato lo escucho y que paso",1
Nitu que decepcion sabes que mamalo. https://t.co/4w6OGKkGSB,0.5
Q mina rompe bolas diosS,1
"Porque no se concentran en sus favs dios que rompe bolas
https://t.co/Kraa2ho85u",1
"Tan rompe huevos son con el 14 de febrero, si estan solos estan solos, dejen de romper las bolas",1
Me rompe un poco las bolas contar que no puedo dormir y ne diceb ay deja el celularr jss BUE TOMaRSE EN SERIO aLGO NUNCa NO???????? la re puta q lo pario,1
"Si hay algo que me rompe mucho las bolas, es que se metan con mi familia o mis amigas",1
"Si alguna vez les apareci en su tl rompiendo las bolas por BSD y me ignoraron, recuerden esos momentos de felicidad incomoda y digan ""jaja yo conozco a una rompe bolas xd"" https://t.co/zUrp8zD5Op",1
"Como me rompe las bolas que me traten de boluda wacho, soy lo que quieras pero boluda no",0.75
Q noche de M..... y encima tengo una reee fiaca wacho LPM me rompe las bolas pero bueeee no me queda otra laburo es laburo,1
"Esta ideal para golpearme la cabeza contra la mesa __ 
el internet que justo ahora anda mal el Microsoft que tarde dos anos en instalarse y la profesora que rompe las bolas con que corrija unas cosas del trabajo y quiere que haga tremendo presupuesto la puta madre que lo pario __",0
Me canse posta no tengo mas pasiencia para nadie ni con nadie hoy posta que me canse entre mi vieja que me rompe las bolas y mi hermanito ya esta no quiero saber mas nada con nadie una cosa mas que me digan y mando a la mierda a todos.,1
"La unica que no rompe las bolas con la comida que le sirven es Nicole,  contra todos los pronosticos -DivinaComida",0.5
El macflurry kit kat mirandome desde el macdonalds a 2 millones de cuadras de mi casa diciendome rompe las bolas hasta que te traigan a comerme https://t.co/FjVcPmmwOF,0.285714286
Como rompe las bolas Manuela Perez. Guarda con el escape de likes,0.5
"ay algo mas rompe bolas que una mina con voz de pito ? Si, una puta novela del trece con 7 minas con voz de pito....",1
Como me rompe las bolas la gente que te trata para el orto xq si,0.5
"Que lindo tener todo desactivado en wsp, nadie me rompe las bolas",0.5
"La falta de comunicacion me rompe las bolas, si no sabes hablar no es mi problema, la que te re pario",1
les juro que me rompe mucho las bolas que en vez de hacer algo esten filmando https://t.co/u23CZRjFs7,1
"mi vieja es y siempre fue asi y es desgastante, solo estoy tranquila cuando tiene novio porque le rompe las bolas a el https://t.co/mlQJCyjQ7V",0.5
"cualquier ratito libre que tengo le pido que venga a la puerta de mi casa y me de un beso, me va dejar por rompe bolas si sigo asi",1
Que lindo cuando te pones los auris y nadie te rompe las bolas,0.8
Me rompe  las bolas estan tan triste  y no saber bien que hacer..,0.666666667
"Le tengo tanto carino a mis hermanas, PEEERO DIOSSS QUE ROMPE BOLaS QUE SON_______",0.5
"Que animal de mierda , hace un re bardo , lo llamas y no viene , rompe todo , tira todo al piso , rompe la verga a media madrugada , rompe las bolas arriba del techo , te trae pajaros o ratas a la casa , llora como bebe y encima ni ladra ndeah https://t.co/fXlKtOZfPu",0.666666667
a mi solo me toco una madre rompe bolas?,1
"Me rompe un poco las bolas que siempre hagan girar todo entorno a Joel, CNCO no es solo Joel hay cuatro pibes mas.",0.5
lo unico que pienso despues de ver este video es QUE ROMPE BOLaS https://t.co/nWjI7mipoV,0.666666667
"Dios, que rompe bolas salio el nino eh. https://t.co/eZ6lQexQJV",1
Como me rompe las bolas que no tengo que ME CUESTIONEN SOBRE La UNIVERSIDaD!! NO ME GUSTa NI QUE ME TOQUEN EL TEMa.,1
Despues me rompe las bolas a mi__,0.6
uuh q rompe bolas vayanse a cagar,1
Como me rompe las bolas la gente desagradecida,0.25
Mmm suegra rompe bolas was detected sali de ahi soldada https://t.co/Iz7Xj6r5F2,0.666666667
Y SI HaGO UNa GUia PaRa STRaY KIDS?? ahre rompe bolas,0
Sere yo que no aguanto nada o la gente anda demasiado rompe bolas ?),0.333333333
Como me rompe las bolas el desinteres cuando cuento algo,0.5
siempre la mala onda este flaco la verdad ya rompe las bolas dios,0.666666667
"Encima me dice ""estas pelotudeando con el celular"" culiaa ni mi mama me rompe las bolas asi, encima estaba haciendo algo de Mc, vieja metida ____",1
"q rompe bolas esta mi vieja con mis 18, alta paja de hacer algo",1
Vamos a ser sinceros gente los arianos y los leoninos son mil veces peor que los escorpianos y nadie les rompe las bolas,0.333333333
"Voy a sonar con Joaquin esta noche, que gentecito mas rompe bolas dios jajaja, me hizo el viaje!!",1
"me sacan mis hermanos, que pendejos rompe bolas",1
"Que lindo que es vivir solo, nadie te rompe las bolas",0
Uuuu que rompe bolas son,1
"Me rompe las bolas cuando me piden una comision y me dicen ""hace lo que quieras"" ....
Lo hago... - ah no cambiale todo...",0
Son mas rompe bolas,1
"siete horas caminando vieja y todo en subida, SIETE la concha d su madre tengo tierra hasta por el qlo y esta mina insoportable q rompe las bolas hasta por lo mas minimo me sacaaaaaaa, le decis a y ya se le cruza la tanga",0.8
"Que rompe bolas, ya se quejan de cualquier tontera https://t.co/CBDS14efFT",0.666666667
No me rompe las bolas y NO LE GUSTa EL FUTBOL. ya gane no?,0.5
"Que rompe bolas se ponen cuando recien me levaannntoooooooooooo, hdp",0.5
Ola gente re aparezco de la nada con datos qe me estoy robando ahr. Se q esto ya les rompe las bolas pero podrian decirme q ah pasado?,0.5
"No se si me rompe mas las bolas que pongan esos videos que nada que ver, o que las minitas hagan playback https://t.co/QkMp4tDVov",0.5
Que paja que las personas sean tan rompe bolas,1
q rompe bolas q es Julian no lo soporto mas,0.75
Xfis universo que mi papa se enamore o no se que conozcan un mejor amigo o algo que haga que deje de ser un depresivo rompe bolas,1
Quiero irme de viaje unos dias sola a una ciudad donde no conozca a nadie asi nadie me rompe las bolas,0.5
Vivo quejandome de que nahiara es super rompe bolas y activa las 24 horas del dia y ahora esta enfermita y no sale de la cama-----&gt;________,0
"Coincido con que es tiempo desperdiciado en joda y giladas pero si a vos nadie te rompe las bolas, ni te perjudica que mierda te importa que hacen los demas como para llegar a darte 'asco'. https://t.co/scTevGp1ux",0.5
Me rompe las bolas la gente egocentrica,0
q mina mas rompe bolas le partiria un plato en la cabeza,1
"Y mientras menos rompe bolas, tambien https://t.co/bEnUGTpdZr",0.5
Me rompe las bolas vivir tan lejos,0
Tengo una amiga que me rompe las bolas para que venga y cuando vengo ni aparece__,0.5
"REaL rompe bolas la persona que te dice ""anda a estudiar que tenes examen"", ""por que no vas a profe?"", ""no te boludees"" pero por que no dejas que estudie cuando se me cante el culo y este motivada y te preocupas por vossss, ni mis viejos me atomizan tanto con el estudio",0.75
una companera esta subiendo fotos de todos mis companeros y de mi en sus estados fuaa extrano un poco a esos boludos de mierda rompe bolas,0.4
"Como me rompe las bolas que la gente trate de ser o hablar como yo, toca loro conseguite un estilo propio",1
Que rompe bolas lpm,0.5
Hay mara que si es rompe bolas,1
Creo que lo que mas me esta costando es dejar de usar el celular y tomarme 80 bindis. ESO QUE ES EL PRIMER Dia QUE VENGO EN BONDI . No si la mas rompe bolas soy.,0.5
"Me contesta las historias, me dice de juntarnos y ahi ya le meto excusa, ustedes diran que pierdo con intentar? aMIGO TENeS NOVIa Y ESO DE QUE ME CHaMUYES TENIeNDOLa ME ROMPE LaS BOLaS, me chupa un huevo que es lo que quieras o que tan amable seas, sos un forro, mala persona",1
"Claro a hora que estoy con mi novia en mi casa me rompen las bolas, despues cuando estan las novias de mis hermanos nadie les rompe las bolas chupa vergas____",0.5
Q rompe bolas se pone mama tas loco,0.666666667
"como me rompe las bolas cuando se meten en lo que hace el otro, dios, ocupate de tu vida caniche insoportable",0.75
Como me rompe las bolas el desinteres,0.75
me rompe las bolas la gente que se quiere victimizar todo el tiempo,1
"algo q realmente me rompe las bolas es que jueguen la necesidad de la gente.
Odio q me boludeen, ejemplo en donde ""trabajo"", que me tienen como eventual, y como uno necesita el trabajo, tienen el derecho de llamarte a ultimo minuto diciendote q tenes que entrar en 15minutos,",0.5
Me rompe TaNTO las bolas que la gente no sepa guardar un secreto,0.333333333
"mira q me caen bien las amigas de mi hna pero q rompe bolas q se ponen, parece q gritan cuando hablan dioss",1
"Me rompe las bolas lo de ""los rugbiers"". asesinos queda mejor.",0.571428571
Como me rompe las bolas que las chicas jueguen con mis amigos.,0.4
Qur rompe pija es mi viejo cuando le manejo la camioneta adela te de el jajajajajaja algo siempre me dice el rompe bolas,0
La gente infeliz rompe mucho las bolas.,0.5
Me rompe las bolas la gente buscando a alguien en la redes sociales que vio en algun lugar. Si te gusto por que no fuiste y le hablaste ?? En vez de buscarlo/a para hablarle atras de una pantalla. Las redes los esta volviendo cada vez mas pelotudos.,1
"Que rompe bolas son las personas lpm. Estan jodiendo con el comentario de la chica en Weverse que dijo que no necesitaba un psicologo porque con la existencia de ellos le bastaba. Si ella se calma con las voces de Bangtan y no requiere ir, bien por ella. Infumables.",0.909090909
"me rompe las bolas la gente envidiosa y que quiere ser mas  que vos, pero tomatela de aca fantasma",1
"Perder el bondi en el barrio de cierta manera me gusta porque esta re tranquilo en mi parada, nadie te rompe las bolas o hasta te saludan bien. Re terapeutico esperar dea",0
Me rompe tanto las bolas que me jodan cuando recien me despierto,1
"Que rompe bolas, es ropa deje  de hinchar, osea de que manera es apropiacion cultural?, solamente esta usando algo en su cabeza y ya esta, ademas no es culpa de el sino que de los estilistas dIOSSS",1
Y me parece perfecto asi nadie me rompe las bolas hijos de puta,1
"Hace 5 meses termine con mi ex, y hace 1 mes me rompe las bolas con esa piba.__ dejame ser feliz ma! https://t.co/HUZuTz9rT3",1
"me rompe mucho las bolas escuchar a gente en pleno 2020 decir "" el rosa es de nena y el celeste es de nene """,1
"Cuando me preguntan algo que me rompe las bolas respondo: 
- DEPENDE
+ de?
- DE SI SE ME CaNTa EL ORTO O NO",0.5
Entre mi vieja y mi hermano no se cual me rompe mas las bolas,1
"Llego la rompe bolas suplente porque la cuadra estaba muy tranquila... Gracias, que linda vecina",0.5
"como me rompe las bolas despertarme y que me griten, la concha de la lora",1
Que rompe bolas que era para que me compren esto https://t.co/9D0k9fIhXC,0.5
"Hace del finde pasado que mi hermano rompe las bolas con que quiere tacos, hoy se los hice, soy la mejor",0.5
Q rompe bolas q son las viejas esas cn cara de culo... unas ganas de patiarlas jajaja me re sacan,1
Como me rompe las bolas que venga gente a casa ______,0.5
"Como rompen las bolas los resentidos con el 14 de febrero , no hay cosa mas linda que hagan sentir bien todos los dias , ese dia es simbolico y es puro marquetin.  Dejen a la gente ser feliz como mas les plazca bn dice el dicho el que no es feliz rompe las bolas",0.333333333
igual si me rompe las bolas pero weno no voy a gastar energia en eso https://t.co/9f7IunRTSa,0
"Jsjs ayer casi le cagamos la infancia a un pibito con gino, igual se lo merecia por rompe bolas",0.5
"mi perro rompe las bolas TODa la manana para que nos levantemos, nos levantamos y el forro se acuesta a dormir, tiene que ser joda",0.333333333
q lindo estar en el local solo nadie me rompe las bolas jajajaj,0.5
uh wacho q rompe bolas con lo del ultimo album dejen de darle bola a esas pelotudeces no es el ultimo album listo https://t.co/gRU9aEY4fR,0.6
"No pueden ser mas rompe bolas mis papas, no?",1
"Termino de lidiar con una ex rompe bolas y aparece otra, relajen chicas tomen ibu nose algo _______",1
que rompe bolas los de kard suban el mv y ya esta meta concept meta lookbook pero nada de mv,0.4
No jodo a nadie nose por que mierda me rompe las bolas ami y me mete en puterio barato.,0.5
Que rompe bolas son con el 14 de febrero es un dia mas que joden tanto,1
Recien llego a mi casa y esta vieja ya rompe las bolas,1
Que rompe bolas es Franco _____ 9:30 de la manana despertandome__,0.666666667
para que? son re rompe bolas y por ahi les pinta el cuida unas ganas de romperle la cabeza https://t.co/149nfhBumW,1
"Recien vuelvo de rendir, estoy sin dormir, quiero comer aunque sea las donas y la piba que cuida a mis hermanos me rompe las bolas porque se quiere ir PaRa Q TE PaGaN aMIGa HaSTa LaS 12 ES EL HORaRIO",1
"Y el ______ mi piti, el mas carinoso del mundo, el mas inteligente y el mas rompe bolas con sus berenjenas.
Te amo uno bebito de su mami, sos hermoso Eliot __ https://t.co/ePg2JFWwbI",0
"Si hay algo que me jode y me rompe las bolas es que jodan con una enfermedad como el cancer, sabiendo todo lo que tuvimos que pasar mi familia con mi abuela. Y mentirnos en la cara que lo tenes para dar lastima? Me parece que no da.",0.75
Yo soy esa que rompe las bolas para que se levanten__ https://t.co/Rrh2vNHv1O,0.666666667
Pero TaN dificil es comprobar donde esta ? -nojodan por mucho menos la prensa le rompe las bolas a cada 4 de copas https://t.co/3HyHBEx1hm,1
